pilotRank,queueId,priority,score,workstream,productSignal,authoritySignal,normalizedChars,canonicalGroupId,groupSize,sourcePath,combinedPath
251,ingest-1781569954417-15hj,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,44082,b8f645bd86cf,17,"raw/sources/DHF (인허가)/03_A1417MCW, A1717MCW, F1417MCW/05_설계개발 검증 및 유효성 확인/06_Risk Management/A-TCF-5-105 FMEA Table (rev.2).xlsx",raw/sources/_preprocessed/DHF (인허가)/_combined/0d0c0e1ace8d/A-TCF-5-105 FMEA Table (rev.2)__0d0c0e1ace8d_combined.txt
252,ingest-1781569954419-175u,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,CE/MDR,3887,499d0134f8d4,17,"raw/sources/DHF (인허가)/03_A1417MCW, A1717MCW, F1417MCW/05_설계개발 검증 및 유효성 확인/06_Risk Management/Attachment 1 - Life Cycle Report (Doc.No.A-TCF-5-128).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/6e2a78bc965e/Attachment 1 - Life Cycle Report (Doc.No.A-TCF-5-128)__6e2a78bc965e_combined.txt
253,ingest-1781569954420-18uh,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,1566,53ec780aba0d,17,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/06_Risk Management/23G series/Attachment 1 - Life Cycle Report (Doc.No.A-TCF-5-128).docx,raw/sources/_preprocessed/DHF (인허가)/_combined/d0a70401794b/Attachment 1 - Life Cycle Report (Doc.No.A-TCF-5-128)__d0a70401794b_combined.txt
254,ingest-1781569954420-18mc,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,9598,99876081bdfa,15,"raw/sources/DHF (인허가)/03_A1417MCW, A1717MCW, F1417MCW/05_설계개발 검증 및 유효성 확인/12_Biocompatibility/A-TCF-5-144 Biocompatibility Assessment Report.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/c3efec0a70c2/A-TCF-5-144 Biocompatibility Assessment Report__c3efec0a70c2_combined.txt
255,ingest-1781569954417-15r7,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,4990,fa10bc28ef9c,15,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/14_신뢰성/낙하진동방수_성적서/SGS-R18-2267-EN01_H&Abyz.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/1b8f8d04316e/SGS-R18-2267-EN01_H&Abyz__1b8f8d04316e_combined.txt
256,ingest-1781569954418-16pq,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,164524,b8491f8b1221,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/4. Radiation-Dose-and-Image-Quality-in-Diagnostic-Radiology..pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/548a0d88789e/4. Radiation-Dose-and-Image-Quality-in-Diagnostic-Radiology.__548a0d88789e_combined.txt
257,ingest-1781569954418-16qz,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,81093,3306b305f0bb,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/2. Digital Radiography Image Quality.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/564cfce9479b/2. Digital Radiography Image Quality__564cfce9479b_combined.txt
258,ingest-1781569954417-159p,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,56890,6c94d8eb3327,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/9. Flat detectors and their clinical applications_Martin Spahn.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/008f61834c81/9. Flat detectors and their clinical applications_Martin Spahn__008f61834c81_combined.txt
259,ingest-1781569954419-17q4,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,32099,ae7d9ee830d5,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/7. Evaluation of two objective methods.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/8e5ee09397a4/7. Evaluation of two objective methods__8e5ee09397a4_combined.txt
260,ingest-1781569954418-16vd,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,25826,18a3abde4722,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/5. Optimizing imaging quality and radiation dose.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/5cf83d2be172/5. Optimizing imaging quality and radiation dose__5cf83d2be172_combined.txt
261,ingest-1781569954420-188p,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,17527,d6c23cb89bf5,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/1. Development of a Digital X-ray Imaging Module.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/ade609d428ca/1. Development of a Digital X-ray Imaging Module__ade609d428ca_combined.txt
262,ingest-1781569954419-1765,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,14566,1ae98381ff7b,13,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/규격 Test report/3R Report 191127INTK Flat Panel X-Ray Detector.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/6ef8ebd616a4/3R Report 191127INTK Flat Panel X-Ray Detector__6ef8ebd616a4_combined.txt
263,ingest-1781569954420-18ul,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,FDA,43841,8b8b8db6fb98,12,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/06_Risk Management/23G series/A-TCF-5-103 Risk Management Plan Rev.4_update.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/d0c754ceba36/A-TCF-5-103 Risk Management Plan Rev.4_update__d0c754ceba36_combined.txt
264,ingest-1781569954421-19c7,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,18212,ec1186ade73c,12,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/A-CLSR-01 Clinical Literature Searching report 20.03.03.docx",raw/sources/_preprocessed/DHF (인허가)/_combined/ee713c19a929/A-CLSR-01 Clinical Literature Searching report 20.03.03__ee713c19a929_combined.txt
265,ingest-1781569954420-193r,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,13532,4dc30a87a84d,12,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/A-CLSP-01 Clinical Literature Searching Protocol.docx",raw/sources/_preprocessed/DHF (인허가)/_combined/e0b0a81b97ff/A-CLSP-01 Clinical Literature Searching Protocol__e0b0a81b97ff_combined.txt
266,ingest-1781569954417-15g3,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,8988,305310d1e67c,12,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/LITERATURE/3. Optimizing image quality and dose for digital radiography.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/0b29b9854be4/3. Optimizing image quality and dose for digital radiography__0b29b9854be4_combined.txt
267,ingest-1781569954415-13mw,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,FDA,23644,737689e5fc02,9,"raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 2,3G FDA 문서/VOL_010_Appendix I Non-Clinical Test Report/002_EN 62220-1-1 Test report.docx",raw/sources/_preprocessed/RA/_combined/f30e2e9aa3b2/002_EN 62220-1-1 Test report__f30e2e9aa3b2_combined.txt
268,ingest-1781569954419-17cm,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,3794,9da53d6ce576,8,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/06_Risk Management/23G series/A-TCF-5-103-1 Estimating the probability of occurrence of harm.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/780a485c0c0f/A-TCF-5-103-1 Estimating the probability of occurrence of harm__780a485c0c0f_combined.txt
269,ingest-1781569954420-18dq,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,51507,4d015f715f15,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/002_Clinical Image Report - G1717FW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/b5f8a9a8879b/002_Clinical Image Report - G1717FW__b5f8a9a8879b_combined.txt
270,ingest-1781569954418-16k5,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,51185,d52a440a7a26,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/006_Clinical Image Report - G1717FWP.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/4b4343d89f2a/006_Clinical Image Report - G1717FWP__4b4343d89f2a_combined.txt
271,ingest-1781569954420-18yn,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,51013,6b480694f1db,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/005_Clinical Image Report - G1717CWP.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/d8c4fb89decb/005_Clinical Image Report - G1717CWP__d8c4fb89decb_combined.txt
272,ingest-1781569954417-1665,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,50869,aa2f46e038eb,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/008_Clinical Image Report - G1417FWP.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/32f94d782d36/008_Clinical Image Report - G1417FWP__32f94d782d36_combined.txt
273,ingest-1781569954420-18r4,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,50833,c805f24eb864,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/004_Clinical Image Report - G1417FW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/cb04f04e487f/004_Clinical Image Report - G1417FW__cb04f04e487f_combined.txt
274,ingest-1781569954421-19lc,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,50521,5b5b473e9b2c,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/007_Clinical Image Report - G1417CWP.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/fd2578078efa/007_Clinical Image Report - G1417CWP__fd2578078efa_combined.txt
275,ingest-1781569954420-18v8,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,50362,15892774648e,6,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/003_Clinical Image Report - G1417CW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/d1b433d67651/003_Clinical Image Report - G1417CW__d1b433d67651_combined.txt
276,ingest-1781569954419-1817,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,23903,14cc41150480,6,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/06_Risk Management/A-RMP-5-01 Risk Management Plan 221201 (Rev.2).docx",raw/sources/_preprocessed/DHF (인허가)/_combined/a1a806e5fd5a/A-RMP-5-01 Risk Management Plan 221201 (Rev.2)__a1a806e5fd5a_combined.txt
277,ingest-1781569954421-196d,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,37837,63e8b1c122db,5,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/06_Risk Management/23G series/A-TCF-5-105 FMEA Table (rev.2).pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/e50072dec145/A-TCF-5-105 FMEA Table (rev.2)__e50072dec145_combined.txt
278,ingest-1781569954385-fci,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,18185,4a9b619f9b6f,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 07. Performance Test Report/07-01. EN 62220-1-1 Test report (Doc.No. A-TCF-5-058).docx,raw/sources/_preprocessed/RA/_combined/3930a069edef/07-01. EN 62220-1-1 Test report (Doc.No. A-TCF-5-058)__3930a069edef_combined.txt
279,ingest-1781569954410-yu9,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,912369,d44c157d2d64,4,raw/sources/RA/04_제품별 인허가 진행 문서/03_ADD (HAD1717MCW)/▶ FDA/2차 완료/VOL_007_Appendix F Safety Test Report_수정/438157 CBTC-TR H&abyz ADD (Alt.1)_Consolidated.pdf,raw/sources/_preprocessed/RA/_combined/ce113678dcd1/438157 CBTC-TR H&abyz ADD (Alt.1)_Consolidated__ce113678dcd1_combined.txt
280,ingest-1781569954380-a8t,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,120438,6d9fd08985cf,4,"raw/sources/RA/04_제품별 인허가 진행 문서/03_ADD (HAD1717MCW)/▶ FDA/2차 완료/VOL_008_Appendix G EMC Test Report_수정/002 NK-21-E-0393(H&abyz, ADD_HAD1717MCW)_CE(4th) KOLAS.pdf","raw/sources/_preprocessed/RA/_combined/1242d8b987d7/002 NK-21-E-0393(H&abyz, ADD_HAD1717MCW)_CE(4th) KOLAS__1242d8b987d7_combined.txt"
281,ingest-1781569954408-wuq,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,419297,46f3b35d0841,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_007_Appendix F Safety Test Report/008_Attachment 5 CBTC-TR for power supply box.pdf,raw/sources/_preprocessed/RA/_combined/bf0cc767e621/008_Attachment 5 CBTC-TR for power supply box__bf0cc767e621_combined.txt
282,ingest-1781569954380-a75,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,345811,057e35938be7,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_007_Appendix F Safety Test Report/003_CB Test Report H&abyz ADD (Basic).pdf,raw/sources/_preprocessed/RA/_combined/11e1300bb100/003_CB Test Report H&abyz ADD (Basic)__11e1300bb100_combined.txt
283,ingest-1781569954404-t2i,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,97151,f3f45ae1e296,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_008_Appendix G EMC Test Report/003_EMC Test Report_KOLAS.pdf,raw/sources/_preprocessed/RA/_combined/a2060e1002ae/003_EMC Test Report_KOLAS__a2060e1002ae_combined.txt
284,ingest-1781569954420-18e6,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,73994,583792ef6225,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/002_Clinical Image Report - G1717FW.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/b6f681b421e9/002_Clinical Image Report - G1717FW__b6f681b421e9_combined.txt
285,ingest-1781569954417-163n,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,73297,0d89e9b51dbd,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/001_Clinical Image Report - G1717CW.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/2f3697547409/001_Clinical Image Report - G1717CW__2f3697547409_combined.txt
286,ingest-1781569954421-19kb,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,73093,6309c4f35cd1,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/006_Clinical Image Report - G1717FWP.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/fb34a227f82f/006_Clinical Image Report - G1717FWP__fb34a227f82f_combined.txt
287,ingest-1781569954418-16x0,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,72916,135b2e95fcfc,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/005_Clinical Image Report - G1717CWP.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/5f56a382e803/005_Clinical Image Report - G1717CWP__5f56a382e803_combined.txt
288,ingest-1781569954418-16jc,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,72524,65f52017e838,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/003_Clinical Image Report - G1417CW.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/49a6d79086df/003_Clinical Image Report - G1417CW__49a6d79086df_combined.txt
289,ingest-1781569954417-15sy,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,72514,f42e457a0261,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/008_Clinical Image Report - G1417FWP.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/1f126436efaf/008_Clinical Image Report - G1417FWP__1f126436efaf_combined.txt
290,ingest-1781569954419-1757,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,72349,25ae8bc95f93,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/004_Clinical Image Report - G1417FW.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/6d079681af2b/004_Clinical Image Report - G1417FW__6d079681af2b_combined.txt
291,ingest-1781569954418-16c9,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,CE/MDR,72294,4d27210f8a13,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/007_Clinical Image Report - G1417CWP.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/3e387ab85331/007_Clinical Image Report - G1417CWP__3e387ab85331_combined.txt
292,ingest-1781569954421-19je,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,FDA,55497,9604c6beaaf5,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/010_Clinical Image Report  - A1417MCW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/f9bdd43f9763/010_Clinical Image Report - A1417MCW__f9bdd43f9763_combined.txt
293,ingest-1781569954420-1860,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,FDA,55491,6ae7bc77e423,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/011_Clinical Image Report  - F1417MCW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/a8c6c9b9acfc/011_Clinical Image Report - F1417MCW__a8c6c9b9acfc_combined.txt
294,ingest-1781569954418-16xg,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,FDA,55438,e594da820d42,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/009_Clinical Image Report - A1717MCW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/6010620881e4/009_Clinical Image Report - A1717MCW__6010620881e4_combined.txt
295,ingest-1781569954396-qan,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,52023,3a3493a8f11e,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_007_Appendix F Safety Test Report/005_Attachment 2 National deviations.pdf,raw/sources/_preprocessed/RA/_combined/8d0754f98c2b/005_Attachment 2 National deviations__8d0754f98c2b_combined.txt
296,ingest-1781569954417-15ev,P1_CORE_RA_EVIDENCE,266,submission_authority,HnX,general,51781,4d226931b098,3,raw/sources/DHF (인허가)/06_(Retrofit) HnX-R1/05_설계개발 검증 및 유효성 확인/11_Clinical Evaluation/Clinical Image Report/001_Clinical Image Report - G1717CW.docx,raw/sources/_preprocessed/DHF (인허가)/_combined/093c417d2b83/001_Clinical Image Report - G1717CW__093c417d2b83_combined.txt
297,ingest-1781569954417-15zw,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,general,42055,f15fed064f37,3,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/06_Risk Management/ARMR-FMEA-0-001 Risk Table 19.09.17.xlsx",raw/sources/_preprocessed/DHF (인허가)/_combined/29336b372bd2/ARMR-FMEA-0-001 Risk Table 19.09.17__29336b372bd2_combined.txt
298,ingest-1781569954381-b1j,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,37845,cee93140be76,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_007_Appendix F Safety Test Report/009_Attachment 6 CBTC-TR for rechargeable Li-ion battery.pdf,raw/sources/_preprocessed/RA/_combined/17f5aa54ec4d/009_Attachment 6 CBTC-TR for rechargeable Li-ion battery__17f5aa54ec4d_combined.txt
299,ingest-1781569954385-ezz,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,2518,d3e35b125f1f,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_007_Appendix F Safety Test Report/002_CB Test Certification H&abyz ADD (Basic).pdf,raw/sources/_preprocessed/RA/_combined/36b0acd4b2c7/002_CB Test Certification H&abyz ADD (Basic)__36b0acd4b2c7_combined.txt
300,ingest-1781569954392-lg3,P1_CORE_RA_EVIDENCE,266,submission_authority,HAD/A/F 1417-1717,FDA,1717,81a103451eb6,3,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_007_Appendix F Safety Test Report/004_Attachment 1 Pictures of equipment.pdf,raw/sources/_preprocessed/RA/_combined/679c814a7718/004_Attachment 1 Pictures of equipment__679c814a7718_combined.txt
